Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
28543,0.96083214027433,-0.118490853714076,0.418827331434759,1.39368417326578,-0.31715754826737,0.0342655094346355,0.0335443782761432,0.128827902322249,0.0919969856915426,0.024975170683403,1.25218938680496,0.996394750562,-0.789630631950252,0.401684708427267,-0.740176748140415,-0.550934076385536,0.121244020799766,-0.46698067672717,-0.175768024983953,-0.0676894778411369,0.0028895882855022,0.0096791361802007,-0.109855140463178,0.220998946779146,0.559110077502032,-0.348511093137525,0.0185306179608249,0.0197833768832357,84.0,0.0
4259,1.1353385156253,-0.328302975478541,1.26676985459948,0.397396629329283,-1.15582221304066,-0.386484457857308,-0.696180307267574,-0.0730489087870657,2.306675925266,-0.792585775862641,0.371098211248925,-1.82105659403985,2.14846828333381,0.909310106857921,-0.482789461940096,0.119588585101267,0.632541425768168,-0.159305929393652,0.0137293388610975,0.0109242273975812,-0.237261889121541,-0.322158636990232,0.0277211681072908,0.421695804748081,0.0881867212303016,0.945424264059196,-0.0663986416791091,0.0186248372002889,52.9,0.0
28229,0.795395810214581,-0.968511526644857,0.96235532232807,0.319765085563928,-0.939456405184626,0.950969997024522,-0.749004353713321,0.479055013409603,0.932635836382528,-0.360544393326121,1.24845716008658,1.13372928291221,-0.6686201379854,-0.160906168484188,-0.463130484621543,-0.431746258430016,0.472250314790048,-0.95134907921123,-0.0811419894247006,0.124002208602779,-0.0437587929052365,-0.190284038393955,0.007649714994583,-0.224302102674417,-0.109469488317133,0.939032110345988,-0.032921068595716,0.0221699789304607,152.87,0.0
25882,-0.735827893890926,0.606799429669044,1.56848244446043,-0.123502123020922,1.09827523616942,-0.0212428495289827,1.33473736795182,-0.311889916148128,-0.514559812813842,0.0368579654052456,1.2059777849358,0.223541430084806,-0.741803885825553,0.197786068051617,-0.0883207348055252,0.192229226142772,-0.972918033653652,-0.437401869639176,-0.647493026119931,-0.0717057476730439,-0.400334386172568,-1.02621458912264,0.0317879650454335,-0.406166147510114,-0.467420222950749,-1.06513304124046,-0.336847698599449,-0.301054694384766,51.0,0.0
17187,1.08837493830851,0.898474023721059,0.394684329076182,3.17025757451452,0.17573879687403,-0.221980885195245,-0.0229887284923858,-0.0108735366656839,0.860043617194172,-0.592472935320844,1.07272839973578,-2.54755681422931,1.23595005675711,-0.330305803751441,-1.02235437464957,0.335642172519614,2.29899822072815,-0.1620962094812,-1.53270721248432,-0.217358192249005,-0.423553904215867,-0.800852284805578,0.0776144554303444,0.167608452574198,0.350181817443194,-0.118940929478619,0.0129477659306532,0.0542542721018558,3.79,1.0
56,0.0869961905163749,-0.0519887420255876,-0.497882441560081,-3.1519078565141,2.5584003623555,2.79667096978255,0.470283270790146,0.265332802943643,0.919513460198576,-0.735585687981152,0.208724948743441,0.0171306492463427,-0.110866963820059,-0.0426768695073913,1.65414036352275,-0.392648022607194,-0.875960217366143,0.183946189187007,1.25938002787067,0.167231088284993,-0.239425579903453,-0.437342143719405,0.0184257681232037,1.01303776342658,-0.258926558625905,-0.293189252573023,-0.394955581242805,-0.435995593150792,10.84,0.0
2497,0.881512379430943,-1.52163910380807,0.999563449514557,-0.446934492092594,-1.7331893955982,0.225237350538791,-1.11601163473015,0.269146602461973,-0.288771842942115,0.563015973488747,1.42267907431935,0.0060895864262532,-0.578476430167528,-0.291265716372592,-0.0031084403144066,1.0864873815476,0.460647422635279,-0.919996326976545,0.256257115536805,0.395521409925813,0.509723678531382,1.06825999041092,-0.223766041007659,0.266800919985769,0.23115646267586,-0.0648994590625933,0.0216276508172113,0.0462698712635878,204.0,0.0
14766,-1.21743029753313,-0.411383539328908,-0.17754847414682,0.235236304590729,3.93372251259495,2.65737880802491,-0.764620687613784,0.910447181009817,0.7201149471865,-0.217677927438308,0.646486524666584,-2.70279460154358,1.64841808248793,1.949009402457,0.521146734415233,-0.0673885623691081,0.0676301899809066,0.865643511597527,0.57669361676157,0.595674938097496,0.0235899476478806,-0.0844822746911975,0.102624989452211,0.937459175574338,0.0057404123805812,-0.340292897844108,0.340267776970578,0.240459204868159,18.0,0.0
14470,1.25751332675426,-0.335085652709579,-0.748602562745646,-0.835004566225894,1.67773036250768,3.43462423306045,-0.983138875960855,0.787987655995879,1.59342060509256,-0.472130902825304,0.877819599672949,-2.5108679338654,1.80266651821085,1.6103417680025,0.764704560482689,0.814131786400212,-0.207999858367469,0.598518983085334,-0.038555257017402,0.0936036746023821,-0.105193578575977,-0.243735773053829,-0.071866411492997,1.02319591774647,0.35983979610633,1.04370069311734,-0.0911029924023849,0.0032043010617714,39.0,0.0
3668,1.2048608943131,-0.0494220332344717,0.302340929840068,0.767797501757246,-0.164649593235607,0.102480055342578,-0.293916275928821,0.0517103250959918,1.74569792757424,-0.365428646084786,1.01722688797377,-2.32509979723084,0.330823984621207,1.78349250360761,-1.43962663012984,0.190699071897238,0.290658793599095,0.492518931344839,0.617734981573556,-0.164595709727966,-0.386544373005604,-0.831928105435908,-0.094508456063135,-0.561511269440962,0.457243302545009,0.266615297548516,-0.0669731037773177,-0.010999025099702,29.81,0.0
1948,1.27337350456406,0.166959252445987,0.194318483579981,0.425325328988363,-0.19936645872191,-0.685780493560796,0.0895967578123728,-0.216239926920407,0.042827629627897,-0.0821074989135935,-0.664561664604892,0.358047888611622,0.820644235233449,0.114839063789516,1.01988303098872,0.392336812032255,-0.622014235673731,-0.268001634992733,0.0248133337612784,-0.0070634156483922,-0.105370127550818,-0.290985058776227,-0.0673304354265102,-0.0958277692074382,0.447236898049669,0.421675728246799,-0.0406371012082436,0.0118536096575954,19.99,0.0
25463,1.23916857382892,0.278347464044909,0.655835984488466,0.6949304077016,-0.618880362679788,-1.17513890825231,0.083090820446041,-0.239201772352119,-0.0115387128210414,-0.0724187123872084,0.115188689599635,0.597552737802648,0.484016290380935,0.213665452298134,0.982989559362791,0.196702642226119,-0.317107074239399,-0.67697027643659,-0.243389945647309,-0.091196059181827,-0.233889135101748,-0.665189557870698,0.174970109049577,0.71256745854687,0.181814296082885,0.0736625256582038,-0.0269779319874217,0.0226635399024396,0.89,0.0
3736,-0.457978464130512,0.573588842629662,2.40177239318341,0.933101916999519,-0.375607055210706,0.47850441204381,0.0223722542729415,0.221252149742738,1.60448841128919,-1.07795108213318,0.222265029984419,-2.26023040436928,1.57892314553696,0.996083359788343,-0.514527219940868,-0.325385484187415,0.774328175846008,-0.054901039783762,-0.641736936015621,-0.0621994644719878,-0.0878890180294381,0.117147633914401,0.0043753863120009,0.0103767687903451,-0.0981286831650562,-0.459116527636636,0.0723074117052894,0.0370286558563831,48.14,0.0
11006,1.21751198350933,-0.106988384402387,0.533868878938998,0.0307762881950996,-0.350423243393656,-0.0227121111236274,-0.490109503909472,-0.0396621148606087,1.45138006621455,-0.376138597813375,1.69130968819671,-1.67029647362926,2.37928597634696,1.52289398260686,-0.115338683042092,0.902693190953818,-0.285890070462692,0.860211220795685,0.186634312056111,0.0371837076982054,-0.0490731332627652,0.0607955676285571,-0.156893821466836,-0.464503275033846,0.296251038603548,1.06089363978003,-0.0952082447331697,-0.0076200934865422,39.0,0.0
21791,1.22840294661713,-0.320852538604606,1.02641774923189,-0.505842048287379,-1.20845661724702,-0.79096518178538,-0.69797535466349,-0.0772419471890303,3.21006726543056,-1.43509225195974,0.391456721286506,-2.13404841317821,0.907000102176158,1.42640947259931,0.612129191132769,-0.437927132548508,0.627582173984114,0.548262590286293,0.353819766784956,-0.191376474520025,-0.164215995325303,-0.0343876625489665,-0.0250832690810379,0.33006236246079,0.449562250576244,-0.72403451050471,0.0603316484782705,0.0292858481631212,11.85,0.0
2866,1.02096242325228,-0.130374436208969,0.550700111964672,0.704957419256378,0.0806576891215874,1.1274516891407,-0.357619709311613,0.448107543689448,0.443851839102443,-0.381668775308023,0.566306045714085,0.88802926450555,-0.299719365711276,0.0969198383304209,0.868310949437758,-1.6384649810805,1.36280834675766,-2.74925563930187,-1.45521886886161,-0.274931067163551,-0.091996840203643,0.0606502439302774,0.181538639448597,-0.607874825940974,0.0908187922012276,0.378089360656635,0.0486246830240554,0.0012204735231166,7.4,0.0
26060,1.38110529828728,-0.0614131649594781,0.0155269046467342,-0.391241256150354,-0.106094332428432,-0.222649109691165,-0.23623888034718,-0.0769417773374212,0.488453312939907,-0.211407292415126,-1.47519697460172,-0.229283899729974,0.392602860883699,0.0424011947394535,1.35224267625708,0.813516937068581,-0.873712835645111,0.0356617310504016,0.555738584999712,-0.0179792428755708,-0.225578115470865,-0.629665256621674,-0.076342520108586,-0.953681084686523,0.304866735886806,0.991076382915338,-0.0725390825903855,-0.0046298582120001,2.61,0.0
19900,-0.263761541379861,0.0491953189161332,1.84169767291877,-0.808955070401795,-0.688651056285249,-0.439268124163861,-0.200023663890853,0.0589694720426482,0.510997822067603,-0.317200069909933,0.380118206199839,-3.97588554387006,-0.370463478791418,1.2916062446028,-1.00378192304683,0.141486870557442,1.93889072709338,-1.64323914170739,0.432412138731783,-0.0880648276056659,-0.0609305651175509,0.0531154296163446,-0.0636933963508144,0.307449221154931,-0.107063789286529,-0.307987018486314,0.0413588259320085,0.0434486232165216,10.0,0.0
20832,1.2844747535235,-0.528597383099064,-0.551952323858379,-1.69221695087393,1.39041938248929,3.48725080177172,-1.22348884225684,0.875786376196762,2.95498236966376,-1.39857391361139,0.756287468382036,-1.87544831933608,1.67365608644553,1.40568445102082,0.710532881872085,-0.149640866477207,0.0812308830589676,0.893576568652798,0.720911417102599,-0.0154149263694058,-0.208136265916587,-0.272552322212315,-0.0707851835819899,0.957665800346534,0.636471474350683,-0.71107882714316,0.0680181209641866,0.0241728108553707,11.85,0.0
